shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-12759,2024-05-15,2024-05-01,Dubai,Shanghai,Air,Perishables,1401.95,99.02,2.27,1.6,Hurricane,0.817,1.35,1,10139.33
SC-12764,2024-02-29,2024-02-01,Dubai,Antwerp,Rail,Pharmaceuticals,2446.99,330.05,3.71,1.7,Hurricane,0.973,14.64,1,8304.95
SC-12768,2024-11-11,2024-11-01,Shanghai,Hamburg,Rail,Pharmaceuticals,7758.75,52.37,2.19,4.0,Fog,0.772,10.43,0,9075.73
SC-12769,2024-01-23,2024-01-01,Los Angeles,Dubai,Sea,Textiles,10354.49,359.79,2.39,8.2,Clear,0.718,19.92,0,8338.88
SC-12771,2024-09-17,2024-09-01,Hamburg,Shanghai,Road,Perishables,4483.21,354.67,3.22,8.3,Rain,0.7,3.83,1,9237.48
SC-12772,2024-01-04,2024-01-01,Singapore,Dubai,Sea,Pharmaceuticals,12201.0,125.22,1.79,2.9,Clear,0.959,20.38,1,8338.88
SC-12773,2024-08-11,2024-08-01,Hamburg,Antwerp,Road,Textiles,7165.14,162.89,2.44,1.9,Fog,0.68,7.12,0,8971.96
SC-12775,2024-03-15,2024-03-01,Los Angeles,Antwerp,Sea,Pharmaceuticals,6775.83,13.85,2.58,7.2,Storm,0.951,38.21,1,8689.13
SC-12776,2024-02-16,2024-02-01,Shanghai,Busan,Air,Textiles,1136.55,171.18,1.79,8.3,Clear,0.75,0.5,1,8304.95
SC-12778,2024-12-18,2024-12-01,Dubai,Hamburg,Sea,Electronics,6960.35,448.75,3.72,3.5,Storm,0.881,32.92,0,8916.32
SC-12780,2024-03-06,2024-03-01,Shanghai,Rotterdam,Road,Textiles,1224.7,228.3,3.44,0.8,Rain,0.664,0.84,0,8689.13
SC-12782,2024-03-02,2024-03-01,Antwerp,Marseille,Air,Perishables,14727.29,439.72,1.65,4.3,Storm,0.632,2.53,1,8689.13
SC-12783,2024-03-11,2024-03-01,Los Angeles,Hamburg,Sea,Electronics,12000.57,7.49,2.03,0.2,Clear,0.566,16.43,1,8689.13
SC-12785,2024-02-02,2024-02-01,Shanghai,Dubai,Sea,Pharmaceuticals,4008.67,245.12,3.84,2.8,Hurricane,0.631,50.08,1,8304.95
SC-12786,2024-10-20,2024-10-01,Hamburg,Busan,Road,Perishables,14429.09,171.63,1.32,1.1,Rain,0.819,10.95,0,9533.99
SC-12788,2024-07-03,2024-07-01,Antwerp,Shanghai,Road,Pharmaceuticals,14295.73,13.17,2.7,2.4,Fog,0.843,14.87,1,9385.31
SC-12789,2024-05-18,2024-05-01,Dubai,Antwerp,Sea,Pharmaceuticals,14924.88,291.13,2.39,2.8,Rain,0.963,28.67,1,10139.33
SC-12798,2024-03-23,2024-03-01,Busan,Antwerp,Road,Automotive,14727.08,117.56,3.42,3.2,Clear,0.896,10.17,0,8689.13
SC-12802,2024-05-16,2024-05-01,Antwerp,Rotterdam,Rail,Automotive,14183.67,493.19,3.5,2.7,Rain,0.759,11.56,0,10139.33
SC-12804,2024-12-22,2024-12-01,Los Angeles,Shanghai,Rail,Electronics,8061.16,58.54,3.9,9.6,Hurricane,0.957,65.53,1,8916.32
SC-12805,2024-05-01,2024-05-01,Dubai,Marseille,Rail,Pharmaceuticals,14670.96,54.39,3.92,4.6,Storm,0.771,37.17,0,10139.33
SC-12806,2024-07-01,2024-07-01,Busan,Singapore,Rail,Textiles,11481.0,360.01,1.98,2.1,Rain,0.752,10.49,0,9385.31
SC-12810,2024-05-10,2024-05-01,Hamburg,Busan,Sea,Pharmaceuticals,4086.43,112.32,2.15,8.8,Rain,0.725,10.12,1,10139.33
SC-12811,2024-08-16,2024-08-01,Antwerp,Dubai,Air,Automotive,9788.92,29.2,3.16,1.6,Storm,0.582,1.94,1,8971.96
SC-12812,2024-01-04,2024-01-01,Antwerp,Los Angeles,Air,Automotive,10165.71,52.59,2.18,0.6,Clear,0.547,0.65,0,8338.88
SC-12813,2024-01-24,2024-01-01,Dubai,Rotterdam,Sea,Textiles,2859.15,216.32,1.38,2.7,Hurricane,0.736,36.69,1,8338.88
SC-12814,2024-11-01,2024-11-01,Shanghai,Busan,Road,Electronics,8693.74,115.73,1.21,6.1,Storm,0.732,20.08,1,9075.73
SC-12821,2024-08-23,2024-08-01,Los Angeles,Marseille,Sea,Perishables,3815.81,191.19,3.02,2.3,Fog,0.845,8.93,0,8971.96
SC-12822,2024-09-10,2024-09-01,Antwerp,Busan,Road,Electronics,9698.27,206.51,1.68,6.8,Clear,0.797,8.0,1,9237.48
SC-12824,2024-12-20,2024-12-01,Shanghai,Los Angeles,Road,Textiles,5164.21,226.37,4.28,1.1,Fog,0.575,5.05,1,8916.32
SC-12825,2024-06-07,2024-06-01,Rotterdam,Busan,Sea,Pharmaceuticals,12796.61,428.51,1.85,7.1,Storm,0.971,72.38,1,9648.17
SC-12826,2024-10-09,2024-10-01,Los Angeles,Marseille,Air,Electronics,11068.49,472.1,3.72,2.2,Clear,0.81,0.5,1,9533.99
SC-12827,2024-07-12,2024-07-01,Singapore,Rotterdam,Road,Textiles,1883.29,168.64,1.28,1.8,Hurricane,0.924,10.35,1,9385.31
SC-12828,2024-04-25,2024-04-01,Los Angeles,Busan,Air,Automotive,6716.18,280.79,2.44,3.6,Hurricane,0.623,2.85,1,9464.43
SC-12829,2024-02-02,2024-02-01,Hamburg,Shanghai,Road,Textiles,922.96,48.43,1.57,6.5,Storm,0.87,2.32,1,8304.95
SC-12833,2024-01-17,2024-01-01,Antwerp,Busan,Air,Automotive,4688.83,438.4,2.58,4.7,Storm,0.829,2.08,1,8338.88
SC-12834,2024-09-03,2024-09-01,Singapore,Shanghai,Sea,Automotive,6268.63,79.98,2.19,4.3,Rain,0.547,12.92,0,9237.48
SC-12835,2024-07-30,2024-07-01,Los Angeles,Singapore,Rail,Textiles,13833.2,228.37,3.37,2.3,Hurricane,0.868,85.58,1,9385.31
SC-12836,2024-03-09,2024-03-01,Rotterdam,Singapore,Rail,Textiles,14902.2,303.24,4.23,0.5,Hurricane,0.521,85.41,1,8689.13
SC-12837,2024-04-13,2024-04-01,Hamburg,Antwerp,Rail,Pharmaceuticals,1151.21,346.24,2.52,4.3,Hurricane,0.595,7.48,1,9464.43
SC-12839,2024-02-04,2024-02-01,Singapore,Antwerp,Road,Pharmaceuticals,5890.0,434.68,2.09,7.2,Rain,0.549,6.4,1,8304.95
SC-12844,2024-02-19,2024-02-01,Busan,Singapore,Rail,Electronics,8868.28,410.55,2.68,9.9,Rain,0.944,10.37,1,8304.95
SC-12845,2024-09-07,2024-09-01,Singapore,Busan,Air,Pharmaceuticals,5678.26,307.66,2.12,2.5,Storm,0.63,1.51,1,9237.48
SC-12846,2024-02-15,2024-02-01,Singapore,Busan,Rail,Electronics,11919.46,416.25,4.31,4.7,Storm,0.925,30.94,1,8304.95
SC-12849,2024-08-27,2024-08-01,Hamburg,Antwerp,Sea,Electronics,5699.39,7.81,2.9,8.4,Clear,0.779,11.0,1,8971.96
SC-12851,2024-08-10,2024-08-01,Antwerp,Dubai,Road,Perishables,3985.78,349.3,2.56,9.9,Rain,0.515,4.23,1,8971.96
SC-12852,2024-02-27,2024-02-01,Dubai,Antwerp,Road,Textiles,3278.1,395.34,4.09,6.1,Fog,0.645,3.94,0,8304.95
SC-12853,2024-05-23,2024-05-01,Shanghai,Busan,Rail,Electronics,13814.47,148.58,2.94,4.6,Clear,0.804,11.58,0,10139.33
SC-12855,2024-10-23,2024-10-01,Rotterdam,Shanghai,Road,Perishables,7836.39,211.14,1.89,10.0,Clear,0.888,7.15,0,9533.99
SC-12856,2024-08-27,2024-08-01,Los Angeles,Shanghai,Road,Automotive,3702.37,205.85,3.84,5.5,Rain,0.826,2.92,1,8971.96
SC-12858,2024-11-22,2024-11-01,Shanghai,Hamburg,Sea,Electronics,1022.27,69.05,2.74,4.1,Fog,0.573,2.43,0,9075.73
SC-12862,2024-11-24,2024-11-01,Los Angeles,Antwerp,Air,Electronics,14281.66,5.59,2.92,2.9,Rain,0.663,0.79,0,9075.73
SC-12863,2024-08-30,2024-08-01,Shanghai,Dubai,Sea,Electronics,8933.52,314.0,2.52,1.5,Hurricane,0.652,106.84,1,8971.96
SC-12864,2024-11-05,2024-11-01,Dubai,Rotterdam,Rail,Perishables,6830.91,158.87,2.92,7.9,Hurricane,0.554,53.67,1,9075.73
SC-12865,2024-05-26,2024-05-01,Dubai,Los Angeles,Rail,Automotive,8911.29,486.6,3.77,0.6,Rain,0.773,7.75,0,10139.33
SC-12868,2024-08-14,2024-08-01,Antwerp,Hamburg,Road,Textiles,4596.19,179.56,3.13,5.1,Rain,0.913,4.09,0,8971.96
SC-12870,2024-11-03,2024-11-01,Rotterdam,Dubai,Rail,Automotive,13464.37,419.76,3.55,0.4,Fog,0.718,14.49,0,9075.73
SC-12871,2024-10-08,2024-10-01,Shanghai,Marseille,Sea,Electronics,14223.62,16.97,4.11,9.6,Fog,0.805,43.67,0,9533.99
SC-12872,2024-03-03,2024-03-01,Rotterdam,Busan,Road,Pharmaceuticals,13442.09,470.15,2.42,9.5,Fog,0.838,18.39,1,8689.13
SC-12875,2024-06-28,2024-06-01,Busan,Hamburg,Air,Electronics,7406.87,272.25,2.64,5.8,Hurricane,0.826,5.35,1,9648.17
SC-12881,2024-02-18,2024-02-01,Shanghai,Hamburg,Rail,Automotive,12897.94,229.16,3.85,8.1,Rain,0.843,15.23,0,8304.95
SC-12882,2024-12-18,2024-12-01,Dubai,Hamburg,Rail,Electronics,3502.6,275.26,3.02,4.8,Hurricane,0.757,23.51,1,8916.32
SC-12887,2024-11-22,2024-11-01,Rotterdam,Singapore,Road,Textiles,6436.48,197.65,2.23,5.3,Clear,0.539,4.79,1,9075.73
SC-12891,2024-06-01,2024-06-01,Hamburg,Marseille,Sea,Electronics,10557.46,252.28,2.91,6.9,Hurricane,0.562,158.19,1,9648.17
SC-12892,2024-11-03,2024-11-01,Singapore,Hamburg,Road,Perishables,11681.28,401.02,1.75,9.4,Clear,0.827,10.03,1,9075.73
SC-12894,2024-07-07,2024-07-01,Singapore,Hamburg,Rail,Perishables,2698.13,245.82,2.44,1.5,Rain,0.88,2.18,0,9385.31
SC-12897,2024-09-03,2024-09-01,Antwerp,Hamburg,Sea,Pharmaceuticals,4595.85,245.74,4.08,8.7,Storm,0.647,28.11,1,9237.48
SC-12898,2024-08-18,2024-08-01,Hamburg,Rotterdam,Road,Textiles,6665.81,129.59,4.13,5.2,Rain,0.504,5.93,1,8971.96
SC-12899,2024-11-03,2024-11-01,Dubai,Rotterdam,Air,Perishables,1044.78,442.58,1.24,3.9,Storm,0.817,0.5,1,9075.73
SC-12901,2024-05-27,2024-05-01,Los Angeles,Hamburg,Sea,Pharmaceuticals,11600.43,111.35,2.1,3.8,Fog,0.83,29.87,0,10139.33
SC-12903,2024-02-29,2024-02-01,Antwerp,Hamburg,Air,Automotive,6540.2,401.76,4.0,0.2,Rain,0.985,0.85,0,8304.95
SC-12909,2024-05-17,2024-05-01,Los Angeles,Singapore,Road,Pharmaceuticals,4907.17,246.62,4.14,4.6,Rain,0.537,4.54,1,10139.33
SC-12911,2024-09-05,2024-09-01,Los Angeles,Dubai,Road,Textiles,521.37,207.04,4.39,0.2,Hurricane,0.669,2.53,1,9237.48
SC-12912,2024-09-18,2024-09-01,Rotterdam,Antwerp,Air,Textiles,11075.5,269.21,4.49,6.1,Hurricane,0.893,6.23,1,9237.48
SC-12913,2024-07-27,2024-07-01,Busan,Marseille,Rail,Automotive,14519.26,25.6,1.58,9.2,Hurricane,0.705,117.76,1,9385.31
SC-12914,2024-12-04,2024-12-01,Dubai,Rotterdam,Sea,Textiles,3752.26,2.17,4.0,1.1,Rain,0.842,6.77,0,8916.32
SC-12916,2024-03-21,2024-03-01,Singapore,Rotterdam,Sea,Perishables,11257.5,340.61,2.48,3.7,Storm,0.988,55.2,1,8689.13
SC-12919,2024-04-04,2024-04-01,Busan,Antwerp,Air,Electronics,4892.5,206.07,2.87,8.8,Storm,0.862,1.27,1,9464.43
SC-12921,2024-07-14,2024-07-01,Antwerp,Rotterdam,Sea,Textiles,10833.01,356.32,1.9,9.4,Hurricane,0.949,177.01,1,9385.31
SC-12922,2024-02-22,2024-02-01,Dubai,Busan,Sea,Electronics,12343.3,90.05,2.61,5.6,Fog,0.534,31.77,0,8304.95
SC-12923,2024-10-01,2024-10-01,Antwerp,Rotterdam,Rail,Perishables,3133.4,40.71,4.3,6.6,Fog,0.651,4.76,0,9533.99
SC-12928,2024-02-10,2024-02-01,Dubai,Marseille,Sea,Electronics,11436.6,386.49,3.29,4.0,Fog,0.832,29.28,0,8304.95
SC-12929,2024-03-15,2024-03-01,Antwerp,Los Angeles,Sea,Pharmaceuticals,6201.33,85.25,3.84,8.5,Storm,0.749,36.87,1,8689.13
SC-12930,2024-07-11,2024-07-01,Dubai,Hamburg,Road,Perishables,9064.25,411.08,2.69,7.5,Storm,0.833,21.68,1,9385.31
SC-12934,2024-08-10,2024-08-01,Rotterdam,Hamburg,Air,Electronics,10785.15,131.99,3.37,8.4,Hurricane,0.809,6.23,1,8971.96
SC-12936,2024-08-01,2024-08-01,Rotterdam,Los Angeles,Sea,Electronics,11819.16,255.37,3.04,6.6,Fog,0.566,32.32,1,8971.96
SC-12937,2024-12-06,2024-12-01,Singapore,Dubai,Air,Textiles,8964.71,293.05,1.39,4.7,Hurricane,0.899,4.64,1,8916.32
SC-12938,2024-11-06,2024-11-01,Antwerp,Busan,Rail,Pharmaceuticals,14307.22,180.31,1.76,9.6,Rain,0.56,17.78,0,9075.73
SC-12939,2024-01-16,2024-01-01,Los Angeles,Busan,Road,Electronics,1115.12,238.2,2.14,8.8,Hurricane,0.704,6.93,1,8338.88
SC-12940,2024-08-04,2024-08-01,Hamburg,Singapore,Sea,Pharmaceuticals,4347.23,182.39,2.13,6.4,Storm,0.662,24.15,1,8971.96
SC-12941,2024-07-13,2024-07-01,Dubai,Los Angeles,Rail,Textiles,9222.53,320.86,3.42,3.7,Storm,0.793,22.59,0,9385.31
SC-12942,2024-04-30,2024-04-01,Shanghai,Los Angeles,Road,Electronics,4800.12,450.73,1.26,6.2,Clear,0.651,4.1,1,9464.43
SC-12944,2024-09-05,2024-09-01,Rotterdam,Singapore,Road,Electronics,11505.58,191.32,2.08,3.9,Storm,0.684,24.32,1,9237.48
SC-12948,2024-07-28,2024-07-01,Dubai,Shanghai,Sea,Automotive,5854.57,466.02,4.12,4.3,Hurricane,0.668,78.58,1,9385.31
SC-12950,2024-09-02,2024-09-01,Busan,Shanghai,Sea,Automotive,12498.84,475.16,2.67,7.6,Rain,0.693,28.66,1,9237.48
SC-12952,2024-11-25,2024-11-01,Hamburg,Busan,Sea,Automotive,10857.74,301.9,3.23,0.7,Hurricane,0.824,125.17,1,9075.73
SC-12953,2024-10-16,2024-10-01,Rotterdam,Los Angeles,Air,Textiles,7194.88,29.51,2.16,3.7,Hurricane,0.674,3.24,1,9533.99
SC-12959,2024-11-11,2024-11-01,Dubai,Busan,Road,Perishables,12202.53,20.26,4.49,9.6,Rain,0.652,12.55,0,9075.73
SC-12960,2024-09-24,2024-09-01,Rotterdam,Marseille,Rail,Electronics,3330.99,439.56,1.21,2.5,Hurricane,0.66,20.59,1,9237.48
SC-12965,2024-04-10,2024-04-01,Singapore,Los Angeles,Air,Pharmaceuticals,10666.96,16.45,1.98,8.0,Storm,0.553,2.58,1,9464.43
SC-12967,2024-11-23,2024-11-01,Shanghai,Rotterdam,Rail,Pharmaceuticals,8650.06,17.37,3.61,4.0,Storm,0.812,20.97,0,9075.73
SC-12968,2024-07-27,2024-07-01,Busan,Hamburg,Air,Automotive,14232.81,210.75,3.26,4.3,Hurricane,0.595,7.26,1,9385.31
SC-12970,2024-11-16,2024-11-01,Hamburg,Los Angeles,Air,Perishables,6017.51,491.34,2.86,0.5,Fog,0.769,0.9,0,9075.73
SC-12972,2024-02-16,2024-02-01,Singapore,Los Angeles,Air,Electronics,11899.98,81.66,3.89,0.6,Storm,0.53,1.25,1,8304.95
SC-12974,2024-08-14,2024-08-01,Antwerp,Busan,Rail,Electronics,6073.15,258.61,4.44,5.4,Storm,0.859,15.16,1,8971.96
SC-12975,2024-05-29,2024-05-01,Hamburg,Shanghai,Rail,Pharmaceuticals,865.3,77.72,3.54,2.0,Fog,0.989,1.26,0,10139.33
SC-12976,2024-01-17,2024-01-01,Rotterdam,Singapore,Rail,Pharmaceuticals,12665.46,460.94,1.41,5.4,Clear,0.904,11.45,0,8338.88
SC-12977,2024-09-24,2024-09-01,Shanghai,Dubai,Sea,Perishables,665.56,378.98,1.32,1.8,Hurricane,0.638,7.45,1,9237.48
SC-12982,2024-10-29,2024-10-01,Antwerp,Busan,Rail,Textiles,10720.63,344.46,1.51,7.2,Hurricane,0.952,80.81,1,9533.99
SC-12983,2024-06-05,2024-06-01,Busan,Shanghai,Rail,Automotive,12348.36,110.64,4.24,1.9,Hurricane,0.549,75.33,1,9648.17
SC-12984,2024-07-19,2024-07-01,Busan,Marseille,Road,Textiles,8423.24,219.9,2.34,7.4,Storm,0.552,20.63,1,9385.31
SC-12985,2024-12-03,2024-12-01,Shanghai,Los Angeles,Rail,Perishables,14522.01,391.22,4.2,4.8,Storm,0.898,37.55,1,8916.32
SC-12986,2024-08-23,2024-08-01,Los Angeles,Shanghai,Air,Perishables,1249.2,392.19,4.32,4.5,Rain,0.626,0.5,0,8971.96
SC-12989,2024-09-08,2024-09-01,Hamburg,Marseille,Sea,Textiles,13008.29,419.47,1.28,0.3,Fog,0.91,26.93,0,9237.48
SC-12994,2024-12-11,2024-12-01,Antwerp,Los Angeles,Rail,Automotive,2409.87,59.29,2.47,7.3,Fog,0.675,3.77,0,8916.32
SC-12995,2024-09-20,2024-09-01,Los Angeles,Busan,Road,Pharmaceuticals,13046.79,137.31,4.3,6.2,Fog,0.542,15.02,0,9237.48
SC-13000,2024-06-21,2024-06-01,Rotterdam,Busan,Air,Electronics,10254.19,360.41,4.42,6.5,Hurricane,0.762,5.96,1,9648.17
SC-13001,2024-12-26,2024-12-01,Antwerp,Rotterdam,Air,Automotive,12051.88,343.95,1.26,4.0,Hurricane,0.592,6.26,1,8916.32
SC-13002,2024-06-22,2024-06-01,Rotterdam,Dubai,Rail,Automotive,4131.78,48.78,4.33,4.7,Hurricane,0.641,28.38,1,9648.17
SC-13003,2024-05-23,2024-05-01,Singapore,Busan,Air,Pharmaceuticals,9560.67,461.36,2.42,7.2,Hurricane,0.758,6.61,1,10139.33
SC-13006,2024-07-07,2024-07-01,Los Angeles,Hamburg,Sea,Textiles,13638.26,378.51,4.44,3.4,Clear,0.648,22.67,0,9385.31
SC-13009,2024-03-01,2024-03-01,Dubai,Hamburg,Air,Perishables,1251.62,20.82,1.8,1.8,Fog,0.969,0.5,0,8689.13
SC-13011,2024-02-04,2024-02-01,Shanghai,Busan,Road,Automotive,4670.67,224.64,3.3,9.9,Fog,0.763,5.73,0,8304.95
SC-13012,2024-03-17,2024-03-01,Singapore,Shanghai,Rail,Electronics,4948.26,318.71,3.64,8.2,Hurricane,0.644,39.48,1,8689.13
SC-13014,2024-02-19,2024-02-01,Rotterdam,Busan,Sea,Perishables,9508.74,338.86,4.36,2.1,Clear,0.58,13.98,1,8304.95
SC-13015,2024-01-07,2024-01-01,Dubai,Singapore,Sea,Automotive,5343.72,386.35,3.31,8.8,Storm,0.626,32.33,1,8338.88
SC-13017,2024-05-20,2024-05-01,Los Angeles,Busan,Air,Textiles,6365.65,309.25,2.98,8.9,Fog,0.717,0.5,0,10139.33
SC-13019,2024-08-24,2024-08-01,Antwerp,Rotterdam,Rail,Electronics,11864.52,447.15,4.42,0.6,Clear,0.826,7.99,0,8971.96
SC-13020,2024-03-10,2024-03-01,Hamburg,Rotterdam,Rail,Automotive,4643.5,249.44,3.12,4.8,Clear,0.866,4.35,1,8689.13
SC-13022,2024-06-03,2024-06-01,Shanghai,Antwerp,Sea,Perishables,10438.94,400.87,4.35,7.2,Hurricane,0.638,157.36,1,9648.17
SC-13023,2024-01-10,2024-01-01,Singapore,Hamburg,Road,Perishables,5320.61,205.84,3.43,9.6,Storm,0.611,14.46,1,8338.88
SC-13024,2024-08-11,2024-08-01,Singapore,Shanghai,Air,Pharmaceuticals,1320.49,115.81,3.01,6.9,Fog,0.69,0.61,0,8971.96
SC-13028,2024-03-02,2024-03-01,Dubai,Los Angeles,Air,Perishables,10236.45,262.69,1.81,8.4,Fog,0.503,1.38,1,8689.13
SC-13036,2024-01-17,2024-01-01,Rotterdam,Shanghai,Road,Perishables,6764.27,136.42,2.97,4.7,Hurricane,0.894,39.92,1,8338.88
SC-13037,2024-01-07,2024-01-01,Singapore,Hamburg,Road,Perishables,14715.35,427.7,2.67,7.0,Hurricane,0.787,93.9,1,8338.88
SC-13041,2024-01-13,2024-01-01,Busan,Rotterdam,Road,Textiles,14574.81,134.87,3.32,8.8,Fog,0.601,18.81,1,8338.88
SC-13042,2024-01-18,2024-01-01,Dubai,Los Angeles,Rail,Perishables,2142.9,21.45,4.35,4.5,Fog,0.852,2.64,0,8338.88
SC-13044,2024-10-08,2024-10-01,Rotterdam,Marseille,Rail,Textiles,11199.33,226.04,2.61,8.4,Storm,0.77,32.87,1,9533.99
SC-13046,2024-10-20,2024-10-01,Dubai,Rotterdam,Rail,Pharmaceuticals,6629.57,354.05,1.78,8.5,Rain,0.739,7.88,0,9533.99
SC-13047,2024-01-18,2024-01-01,Antwerp,Dubai,Rail,Automotive,5524.6,16.56,3.05,1.4,Rain,0.756,4.29,0,8338.88
SC-13052,2024-07-02,2024-07-01,Singapore,Hamburg,Air,Pharmaceuticals,4393.74,480.17,4.5,8.2,Fog,0.793,0.5,1,9385.31
SC-13053,2024-04-19,2024-04-01,Rotterdam,Busan,Rail,Pharmaceuticals,4668.19,346.89,3.11,7.1,Hurricane,0.844,35.14,1,9464.43
SC-13054,2024-04-08,2024-04-01,Busan,Hamburg,Sea,Electronics,10022.96,400.88,1.34,1.3,Hurricane,0.57,119.11,1,9464.43
SC-13056,2024-06-01,2024-06-01,Dubai,Rotterdam,Air,Pharmaceuticals,9252.74,168.82,2.11,8.9,Clear,0.953,0.95,1,9648.17
SC-13057,2024-09-03,2024-09-01,Antwerp,Hamburg,Road,Textiles,1616.2,118.01,1.31,4.3,Storm,0.784,3.27,1,9237.48
SC-13058,2024-07-15,2024-07-01,Hamburg,Dubai,Sea,Textiles,1595.96,240.84,3.91,4.1,Storm,0.608,7.86,1,9385.31
SC-13061,2024-09-15,2024-09-01,Dubai,Busan,Air,Pharmaceuticals,1834.97,129.3,2.15,8.9,Fog,0.774,0.58,0,9237.48
SC-13062,2024-12-28,2024-12-01,Antwerp,Hamburg,Sea,Perishables,9186.15,474.38,1.84,8.7,Fog,0.667,27.81,1,8916.32
SC-13063,2024-09-30,2024-09-01,Rotterdam,Antwerp,Air,Textiles,9542.91,85.71,4.41,10.0,Hurricane,0.815,5.37,1,9237.48
SC-13065,2024-03-21,2024-03-01,Busan,Antwerp,Rail,Pharmaceuticals,4377.33,8.41,3.18,7.5,Fog,0.573,6.68,1,8689.13
SC-13070,2024-09-06,2024-09-01,Rotterdam,Dubai,Rail,Electronics,10746.13,218.36,2.53,8.3,Storm,0.837,31.3,0,9237.48
SC-13072,2024-08-19,2024-08-01,Los Angeles,Busan,Road,Textiles,5037.16,366.63,1.8,8.7,Hurricane,0.7,33.58,1,8971.96
SC-13073,2024-11-03,2024-11-01,Rotterdam,Hamburg,Air,Textiles,4430.9,343.25,3.0,8.7,Fog,0.882,0.5,1,9075.73
SC-13075,2024-03-23,2024-03-01,Busan,Los Angeles,Sea,Pharmaceuticals,13058.39,125.73,3.26,8.5,Fog,0.863,38.59,0,8689.13
SC-13078,2024-02-02,2024-02-01,Busan,Hamburg,Air,Perishables,2745.01,185.5,3.97,0.6,Rain,0.88,0.93,0,8304.95
SC-13079,2024-04-05,2024-04-01,Antwerp,Dubai,Rail,Textiles,14198.68,243.54,4.32,6.8,Storm,0.804,39.74,1,9464.43
SC-13085,2024-02-27,2024-02-01,Busan,Los Angeles,Rail,Textiles,10361.62,330.7,1.21,4.5,Storm,0.543,26.58,1,8304.95
SC-13087,2024-01-10,2024-01-01,Busan,Marseille,Rail,Pharmaceuticals,723.23,365.11,4.4,2.4,Rain,0.706,1.45,1,8338.88
SC-13089,2024-06-24,2024-06-01,Rotterdam,Shanghai,Air,Textiles,4169.97,442.24,2.52,1.1,Storm,0.757,0.72,0,9648.17
SC-13090,2024-03-25,2024-03-01,Shanghai,Marseille,Air,Perishables,7028.69,431.47,1.84,9.7,Fog,0.866,1.39,0,8689.13
SC-13094,2024-12-05,2024-12-01,Hamburg,Busan,Air,Perishables,3233.84,266.62,4.19,5.5,Storm,0.612,0.52,1,8916.32
SC-13096,2024-04-07,2024-04-01,Rotterdam,Singapore,Air,Perishables,14666.6,42.44,1.74,0.4,Clear,0.717,0.7,0,9464.43
SC-13098,2024-02-13,2024-02-01,Los Angeles,Busan,Road,Pharmaceuticals,620.64,220.94,2.29,2.8,Rain,0.727,1.3,1,8304.95
SC-13099,2024-08-23,2024-08-01,Singapore,Los Angeles,Sea,Automotive,6786.95,292.79,2.72,0.2,Hurricane,0.73,75.83,1,8971.96
SC-13100,2024-08-04,2024-08-01,Rotterdam,Hamburg,Road,Perishables,1843.07,408.3,1.88,0.8,Storm,0.835,2.87,0,8971.96
SC-13104,2024-10-04,2024-10-01,Busan,Singapore,Sea,Pharmaceuticals,4251.32,400.78,3.55,3.8,Hurricane,0.698,56.63,1,9533.99
SC-13105,2024-02-17,2024-02-01,Shanghai,Dubai,Air,Automotive,6798.85,302.59,3.3,6.2,Clear,0.828,0.5,0,8304.95
SC-13106,2024-03-17,2024-03-01,Dubai,Hamburg,Air,Textiles,10989.99,100.07,2.48,1.1,Fog,0.914,1.23,0,8689.13
SC-13108,2024-10-14,2024-10-01,Hamburg,Busan,Sea,Electronics,9047.08,371.41,4.4,4.2,Storm,0.861,45.57,0,9533.99
SC-13112,2024-02-03,2024-02-01,Shanghai,Rotterdam,Air,Pharmaceuticals,10853.76,486.9,1.5,0.5,Clear,0.932,1.68,0,8304.95
SC-13113,2024-07-02,2024-07-01,Dubai,Shanghai,Air,Electronics,1825.18,332.02,2.64,5.2,Clear,0.929,0.5,0,9385.31
SC-13114,2024-11-18,2024-11-01,Rotterdam,Dubai,Air,Automotive,3389.42,204.71,3.12,2.5,Clear,0.976,0.5,0,9075.73
SC-13115,2024-01-17,2024-01-01,Singapore,Antwerp,Sea,Pharmaceuticals,13223.32,140.95,2.92,1.0,Clear,0.538,20.15,0,8338.88
SC-13116,2024-07-31,2024-07-01,Shanghai,Rotterdam,Sea,Textiles,11211.49,365.82,2.29,4.2,Rain,0.768,22.45,0,9385.31
SC-13118,2024-05-27,2024-05-01,Busan,Hamburg,Road,Pharmaceuticals,4101.46,86.68,4.36,7.2,Hurricane,0.855,27.1,1,10139.33
SC-13121,2024-03-19,2024-03-01,Singapore,Busan,Road,Pharmaceuticals,4089.62,314.82,1.34,9.7,Hurricane,0.68,27.82,1,8689.13
SC-13122,2024-11-02,2024-11-01,Dubai,Los Angeles,Sea,Pharmaceuticals,1406.63,59.85,1.42,7.6,Storm,0.59,7.63,1,9075.73
SC-13123,2024-06-15,2024-06-01,Singapore,Dubai,Sea,Perishables,7154.64,327.82,3.02,6.1,Clear,0.602,12.49,0,9648.17
SC-13125,2024-09-03,2024-09-01,Dubai,Hamburg,Road,Electronics,9297.61,1.12,1.27,1.8,Rain,0.675,6.94,0,9237.48
